,ticker,date,short_entry,cover_price,pnl,stop_loss_hit,shares,portfolio_value_after_trade,return_pct,slippage_commission,day_of_week
0,GERN,2023-01-04T00:00:00.000,3.73,3.215,762.1447721179629,false,1608.5790884718504,75762.14477211796,1.0059704281213115,60.97158176943704,Wednesday
1,VYNT,2023-01-05T00:00:00.000,1.275,1.18,411.29411764705856,false,4705.882352941175,76173.43888976502,0.5399442688182504,32.90352941176469,Thursday
2,RKLY,2023-01-05T00:00:00.000,0.1841,0.1841,0,false,32590.98316132536,76173.43888976502,0,0,Thursday
3,HKD,2023-01-05T00:00:00.000,19.2,19.2,-1620,true,312.49999999999994,74553.43888976502,-2.1729379947118708,129.6,Thursday
4,SPRB,2023-01-06T00:00:00.000,2.69,2.3697,657.2698884758366,false,2230.483271375465,75210.70877824086,0.873904659526345,52.581591078066936,Friday
5,MGAM,2023-01-06T00:00:00.000,1.46,1.19,1020.8219178082195,false,4109.589041095891,76231.53069604909,1.339107202082099,81.66575342465757,Friday
6,CTMX,2023-01-06T00:00:00.000,2.7899,2.4014,768.6727122835938,false,2150.614717373383,77000.20340833267,0.998273612612835,61.493816982687505,Friday
7,LHDX,2023-01-09T00:00:00.000,0.4338,0.3718,788.9349930843707,false,13831.258644536654,77789.13840141705,1.014196852281885,63.11479944674966,Monday
8,AMYT,2023-01-09T00:00:00.000,14.5,14.5639,-28.556689655172548,false,413.7931034482759,77760.58171176187,-0.03672386320491367,2.2845351724138037,Monday
9,ZOM,2023-01-09T00:00:00.000,0.246,0.2496,-94.82926829268273,false,24390.243902439026,77665.75244346919,-0.12209920757763391,7.586341463414619,Monday
10,CNTX,2023-01-09T00:00:00.000,0.9675,0.762,1172.4651162790697,false,6201.550387596898,78838.21755974826,1.4871786204330486,93.79720930232557,Monday
11,APGN,2023-01-09T00:00:00.000,1.93,2.0701,-470.3875647668396,false,3108.8082901554394,78367.82999498141,-0.6002304323048918,37.63100518134717,Monday
12,BWEN,2023-01-11T00:00:00.000,3.7,3.7,-1620,true,1621.621621621622,76747.82999498141,-2.1108088660043323,129.6,Wednesday
13,PRTY,2023-01-11T00:00:00.000,0.521,0.4413,844.42226487524,false,11516.314779270635,77592.25225985664,1.088281677978966,67.5537811900192,Wednesday
14,BBAI,2023-01-12T00:00:00.000,2.87,3.12,-564.4599303135886,false,2090.592334494773,77027.79232954305,-0.7328003480856572,45.15679442508709,Thursday
15,XRTX,2023-01-19T00:00:00.000,10.26,8.91,726.3157894736842,false,584.795321637427,77754.10811901673,0.9341188614264939,58.10526315789473,Thursday
16,NOGNW,2023-01-19T00:00:00.000,0.078,0.078,-1620,true,76923.07692307691,76134.10811901673,-2.127824230195924,129.6,Thursday
17,COSM,2023-01-23T00:00:00.000,4.53,4.72,-271.7880794701979,false,1324.5033112582778,75862.32003954654,-0.3582649190382215,21.74304635761583,Monday
18,BXRX,2023-01-24T00:00:00.000,6.1,4.285,1642.426229508196,false,983.606557377049,77504.74626905474,2.11912987084246,131.39409836065568,Tuesday
19,XM,2023-01-26T00:00:00.000,14.44,14.44,0,false,415.5124653739611,77504.74626905474,0,0,Thursday
20,BZFD,2023-01-26T00:00:00.000,5.96,5.08,815.0335570469796,false,1006.711409395973,78319.77982610172,1.0406484273278722,65.20268456375837,Thursday
21,QNCX,2023-01-27T00:00:00.000,1.23,1.19,179.51219512195132,false,4878.048780487803,78499.29202122366,0.22868001799738147,14.360975609756107,Friday
22,LCID,2023-01-30T00:00:00.000,12.3908,12.045,154.05107014882034,false,484.2302353358944,78653.34309137249,0.1958608039964143,12.324085611905629,Monday
23,GMVD,2023-01-30T00:00:00.000,5.9,5.7042,183.1891525423731,false,1016.9491525423731,78836.53224391486,0.2323658173796868,14.655132203389849,Monday
24,BBAI,2023-01-30T00:00:00.000,2.812,2.942,-299.5732574679952,false,2133.71266002845,78536.95898644686,-0.38144239519089684,23.965860597439615,Monday
25,CNTX,2023-01-31T00:00:00.000,1.3185,1.098,923.1399317406139,false,4550.625711035266,79460.09891818748,1.1617653945926791,73.85119453924911,Tuesday
26,MSGM,2023-01-31T00:00:00.000,7.3899,7.3899,-1620,true,811.9189704867454,77840.09891818748,-2.0811895443538346,129.6,Tuesday
27,HILS,2023-01-31T00:00:00.000,1.535,1.38,557.3941368078176,false,3908.7947882736153,78397.4930549953,0.7109846438798871,44.59153094462541,Tuesday
28,MGAM,2023-02-01T00:00:00.000,3.76,3.3501,601.7680851063833,false,1595.7446808510647,78999.26114010168,0.7617388775816198,48.141446808510665,Wednesday
29,ELYS,2023-02-02T00:00:00.000,1.3961,1.031,1443.5584843492588,false,4297.686412148128,80442.81962445093,1.7945150245709232,115.4846787479407,Thursday
30,GENE,2023-02-03T00:00:00.000,9.4,9.4,-1620,true,638.2978723404257,78822.81962445093,-2.0552423875705585,129.6,Friday
31,SECO,2023-02-06T00:00:00.000,3.51,3.51,-1620,true,1709.4017094017104,77202.81962445093,-2.098368955797735,129.6,Monday
32,SOUN,2023-02-06T00:00:00.000,3.9886,4.075,-140.368048939478,false,1504.2872185729336,77062.45157551146,-0.1821484342500252,11.22944391515824,Monday
33,BBAI,2023-02-06T00:00:00.000,6.0129,5.9198,85.4682432769543,false,997.8546125829464,77147.9198187884,0.11078489669936581,6.837459462156344,Monday
34,CELZ,2023-02-08T00:00:00.000,11.491,12.4,-512.6029066225747,false,522.1477678182926,76635.31691216583,-0.6688860009675242,41.00823252980597,Wednesday
35,AWINW,2023-02-09T00:00:00.000,0.1832,0.13,1602.9694323144101,false,32751.09170305676,78238.28634448024,2.0488299363518725,128.23755458515282,Thursday
36,HILS,2023-02-10T00:00:00.000,2.2899,2.1113,430.5305908554957,false,2620.2017555351767,78668.81693533574,0.547269690364587,34.44244726843966,Friday
37,AMST,2023-02-14T00:00:00.000,8.4708,5.8068,1735.996600084999,false,708.3156254426975,80404.81353542073,2.1590704881371816,138.87972800679992,Tuesday
38,RUBY,2023-02-14T00:00:00.000,0.258,0.1913,1427.0697674418607,false,23255.81395348837,81831.8833028626,1.7439043436898876,114.16558139534885,Tuesday
39,INZY,2023-02-16T00:00:00.000,2.9205,2.9801,-132.24036979969205,false,2054.4427324088338,81699.6429330629,-0.16186162515794286,10.579229583975364,Thursday
40,LLAP,2023-02-22T00:00:00.000,2.7,3.1096,-983.0399999999996,false,2222.2222222222226,80716.60293306291,-1.2178906994081753,78.64319999999996,Wednesday
41,BAER,2023-02-24T00:00:00.000,10.19,7.445,1486.9872423945044,false,588.8125613346419,82203.59017545742,1.808907906845238,118.95897939156035,Friday
42,LHDX,2023-02-27T00:00:00.000,0.6261,0.5347,805.8265452803068,false,9583.1336847149,83009.41672073772,0.9707652181092754,64.46612362242455,Monday
43,RNER,2023-02-28T00:00:00.000,6.6901,5.505,977.8257425150604,false,896.8475807536513,83987.24246325278,1.1642550866494894,78.22605940120484,Tuesday
44,CDIO,2023-02-28T00:00:00.000,3.575,3.3801,300.9365034965037,false,1678.3216783216787,84288.17896674928,0.35703286888570657,24.074920279720295,Tuesday
45,ONCS,2023-03-01T00:00:00.000,2.53,2.2099,698.3999999999993,false,2371.541501976285,84986.57896674928,0.8217768128697662,55.87199999999994,Wednesday
46,ONCS,2023-03-02T00:00:00.000,2.75,2.47,562.0363636363633,false,2181.818181818182,85548.61533038564,0.6569789136455327,44.962909090909065,Thursday
47,BRTX,2023-03-02T00:00:00.000,3.59,3.65,-108.30083565459621,false,1671.3091922005572,85440.31449473105,-0.12675612946307088,8.664066852367696,Thursday
48,RUBY,2023-03-03T00:00:00.000,0.14,0.1357,169.54285714285817,false,42857.142857142855,85609.85735187391,0.19804127980963987,13.563428571428654,Friday
49,OBSV,2023-03-03T00:00:00.000,0.2142,0.2037,270.58823529411796,false,28011.204481792724,85880.44558716803,0.3150754906359596,21.647058823529438,Friday
50,UNCY,2023-03-06T00:00:00.000,1.48,1.1814,1113.697297297297,false,4054.054054054053,86994.14288446533,1.2801980229592806,89.09578378378376,Monday
51,BBIO,2023-03-06T00:00:00.000,18.3115,17.115,360.68481555306795,false,327.6629440515524,87354.8277000184,0.4128962589127652,28.854785244245438,Monday
52,OBSV,2023-03-06T00:00:00.000,0.1931,0.1949,-60.40393578456744,false,31071.983428275496,87294.42376423384,-0.06919564066051612,4.832314862765395,Monday
53,VRAX,2023-03-07T00:00:00.000,14.1,13.699,156.9872340425531,false,425.531914893617,87451.41099827639,0.1795136662182011,12.558978723404248,Tuesday
54,DSEY,2023-03-08T00:00:00.000,8.16,8.185,-19.852941176470882,false,735.2941176470591,87431.55805709992,-0.02270683677340543,1.5882352941176705,Wednesday
55,FRTX,2023-03-08T00:00:00.000,2.8941,1.82,2048.6617601326834,false,2073.183373069348,89480.2198172326,2.2895135531821085,163.89294081061468,Wednesday
56,KBAL,2023-03-08T00:00:00.000,12.254,12.3,-24.325118328709607,false,489.6360372123389,89455.8946989039,-0.027192303436888728,1.9460094662967686,Wednesday
57,OCEA,2023-03-09T00:00:00.000,8.03,8.1601,-104.98729763387341,false,747.19800747198,89350.90740127003,-0.11749997922503597,8.398983810709874,Thursday
58,ARDS,2023-03-13T00:00:00.000,0.5588,0.5175,407.97423049391574,false,10737.294201861136,89758.88163176394,0.4545224083424202,32.63793843951326,Monday
59,PACW,2023-03-14T00:00:00.000,14.05,15.2199,-539.5695373665483,false,427.0462633451958,89219.31209439739,-0.6047676502993694,43.16556298932386,Tuesday
60,AIMD,2023-03-14T00:00:00.000,6.242,6.147,84.01153476449834,false,961.2303748798461,89303.3236291619,0.0940743651528155,6.720922781159867,Tuesday
61,MVLA,2023-03-15T00:00:00.000,2.1225,1.97,396.6077738515902,false,2826.855123674911,89699.93140301348,0.44214947285708417,31.728621908127216,Wednesday
62,THMO,2023-03-15T00:00:00.000,4.51,3.93,709.8891352549888,false,1330.3769401330383,90409.82053826847,0.7851902935196167,56.791130820399104,Wednesday
63,JNCE,2023-03-15T00:00:00.000,1.481,1.51,-126.8872383524642,false,4051.3166779203243,90282.93329991601,-0.1405439917763308,10.150979068197136,Wednesday
64,ENZ,2023-03-17T00:00:00.000,2.1101,2.12,-30.40235059949773,false,2843.467134259041,90252.53094931651,-0.033685870390239694,2.4321880479598184,Friday
65,USX,2023-03-21T00:00:00.000,5.92,5.995,-82.09459459459477,false,1013.5135135135132,90170.43635472191,-0.09104380317251927,6.567567567567582,Tuesday
66,NVOS,2023-03-21T00:00:00.000,1.312,1.257,231.40243902439087,false,4573.170731707316,90401.8387937463,0.2559709427507779,18.51219512195127,Tuesday
67,QNCX,2023-03-21T00:00:00.000,1.4297,1.3685,236.29013079667027,false,4196.684619150869,90638.12892454297,0.2606961701442269,18.903210463733622,Tuesday
68,VORB,2023-03-22T00:00:00.000,0.648,0.6659,-179.00000000000026,false,9259.259259259257,90459.12892454297,-0.19787942038366763,14.320000000000022,Wednesday
69,ETNB,2023-03-22T00:00:00.000,14.9,14.35,203.75838926174524,false,402.6845637583893,90662.8873138047,0.22474288575929807,16.30067114093962,Wednesday
70,BOXD,2023-03-23T00:00:00.000,0.316,0.2695,812.2784810126578,false,18987.341772151896,91475.16579481737,0.8879770525200605,64.98227848101263,Thursday
71,PYXS,2023-03-27T00:00:00.000,2.965,2.755,390.9612141652613,false,2023.6087689713322,91866.12700898263,0.4255771162825155,31.276897133220906,Monday
72,VORB,2023-03-27T00:00:00.000,0.65,0.6701,-200.38153846153858,false,9230.769230769232,91665.74547052108,-0.21860023876201343,16.030523076923085,Monday
73,SI,2023-03-27T00:00:00.000,1.8171,1.8171,-1620,true,3301.964668978042,90045.74547052108,-1.7990855553862353,129.6,Monday
74,VKTX,2023-03-28T00:00:00.000,13.1332,14.2367,-544.473547954802,false,456.85743002467046,89501.27192256629,-0.6083416875079313,43.557883836384164,Tuesday
75,OSCR,2023-03-28T00:00:00.000,5.51,5.51,-1620,true,1088.9292196007264,87881.27192256629,-1.843396169126239,129.6,Tuesday
76,SCYX,2023-03-30T00:00:00.000,2.575,2.5891,-35.48271844660196,false,2330.0970873786414,87845.78920411969,-0.040392053811656045,2.8386174757281566,Thursday
77,BOXD,2023-03-30T00:00:00.000,0.2158,0.2166,-24.022242817423397,false,27803.521779425395,87821.76696130227,-0.027353404114504487,1.9217794253938718,Thursday
78,FRBK,2023-04-03T00:00:00.000,1.56,1.58,-83.07692307692312,false,3846.153846153845,87738.69003822535,-0.0946867602430909,6.64615384615385,Monday
79,INDO,2023-04-03T00:00:00.000,6.47,5.94,452.1792890262744,false,927.3570324574957,88190.86932725162,0.5127280096858594,36.17434312210195,Monday
80,ENSV,2023-04-03T00:00:00.000,0.593751,0.5857,74.84874972842178,false,10105.246138532817,88265.71807698005,0.08479934379862317,5.9878999782737425,Monday
81,SOUN,2023-04-03T00:00:00.000,2.675,2.7086,-81.39364485981379,false,2242.990654205607,88184.32443212024,-0.09229944821141815,6.511491588785104,Monday
82,CDLX,2023-04-04T00:00:00.000,4.365,4.365,-1620,true,1374.5704467353946,86564.32443212024,-1.8714407010365217,129.6,Tuesday
83,BFRG,2023-04-04T00:00:00.000,8.6,6.389,1419.1534883720924,false,697.674418604651,87983.47792049233,1.6129772565418852,113.5322790697674,Tuesday
84,SECO,2023-04-04T00:00:00.000,1.49,1.2918,734.271140939597,false,4026.845637583892,88717.74906143192,0.8276485243456262,58.74169127516776,Tuesday
85,IFRX,2023-04-05T00:00:00.000,5.5101,5.5101,-1620.0000000000005,true,1088.9094571786354,87097.74906143192,-1.8599791813877755,129.60000000000005,Wednesday
86,LMNL,2023-04-05T00:00:00.000,7,6.6,315.42857142857173,false,857.1428571428571,87413.17763286049,0.3608478492263338,25.23428571428574,Wednesday
87,YVR,2023-04-06T00:00:00.000,1.104,1.104,-1620,true,5434.782608695652,85793.17763286049,-1.8882620328303446,129.6,Thursday
88,ONCS,2023-04-10T00:00:00.000,1.6113,1.6113,-1620,true,3723.7013591509963,84173.17763286049,-1.9246035917355766,129.6,Monday
89,PLXP,2023-04-10T00:00:00.000,0.250999,0.2549,-100.71147693815483,false,23904.4777070825,84072.46615592233,-0.11979127239038462,8.056918155052387,Monday
90,JFBR,2023-04-10T00:00:00.000,113.75,122.0037,-470.18879999999973,false,52.747252747252745,83602.27735592233,-0.5624114735514342,37.61510399999998,Monday
91,WW,2023-04-11T00:00:00.000,5.6999,5.9097,-238.5136581343528,false,1052.6500464920439,83363.76369778797,-0.28611191188418195,19.081092650748225,Tuesday
92,ZFOX,2023-04-11T00:00:00.000,2.53,2.31,479.9999999999995,false,2371.541501976285,83843.76369778797,0.5724933839207689,38.39999999999996,Tuesday
93,NCMI,2023-04-11T00:00:00.000,2.57,2.328,519.7821011673151,false,2334.630350194552,84363.5457989553,0.6161216864995162,41.582568093385206,Tuesday
94,HTCR,2023-04-12T00:00:00.000,1.545,1.445,357.28155339805784,false,3883.495145631068,84720.82735235336,0.42171631765601886,28.582524271844626,Wednesday
95,CELZ,2023-04-12T00:00:00.000,11.35,10.3,510.66079295154134,false,528.6343612334801,85231.4881453049,0.5991456961081723,40.85286343612331,Wednesday
96,NCMI,2023-04-12T00:00:00.000,3.51,3.51,-1620,true,1709.4017094017104,83611.4881453049,-1.9375327911694025,129.6,Wednesday
97,CNSL,2023-04-13T00:00:00.000,3.755,3.835,-138.05592543275648,false,1597.869507323569,83473.43221987215,-0.1653890606404107,11.044474034620519,Thursday
98,CXAI,2023-04-13T00:00:00.000,3.38,3.38,-1620,true,1775.1479289940833,81853.43221987215,-1.9791473076515673,129.6,Thursday
99,PTPI,2023-04-14T00:00:00.000,1.73,1.73,-1620,true,3468.208092485548,80233.43221987215,-2.0191084379396145,129.6,Friday
100,SAI,2023-04-14T00:00:00.000,5.91,4.98,868.6294416243653,false,1015.2284263959391,81102.06166149651,1.071032503772651,69.49035532994922,Friday
101,CXAI,2023-04-14T00:00:00.000,17.0051,13.02,1293.597332564936,false,352.8353258728264,82395.65899406145,1.5699823854290313,103.48778660519488,Friday
102,CXAIW,2023-04-14T00:00:00.000,0.2601,0.1682,1950.357554786621,false,23068.05074971165,84346.01654884807,2.3123291823237353,156.02860438292967,Friday
103,STSA,2023-04-17T00:00:00.000,1.2993,1.14,676.7767259293468,false,4617.871161394598,85022.79327477742,0.7959944620287099,54.14213807434774,Monday
104,CFRX,2023-04-17T00:00:00.000,3.4,2.7094,1121.2094117647055,false,1764.705882352941,86144.00268654212,1.3015524897821664,89.69675294117644,Monday
105,BLBX,2023-04-17T00:00:00.000,7.64,5.77,1351.099476439791,false,785.3403141361259,87495.10216298192,1.5442001243944192,108.08795811518328,Monday
106,PRST,2023-04-17T00:00:00.000,2.3789,2.3789,-1620,true,2522.174114086343,85875.10216298192,-1.8864606378288906,129.6,Monday
107,CXAI,2023-04-17T00:00:00.000,10.38,9.0611,701.3803468208098,false,578.0346820809248,86576.48250980272,0.8101280237868236,56.110427745664786,Monday
108,GSMG,2023-04-18T00:00:00.000,1.25,0.783,2062.272,false,4800,88638.75450980272,2.3266030884627664,164.98176,Tuesday
109,BLU,2023-04-18T00:00:00.000,14.4,14.4,0,false,416.6666666666667,88638.75450980272,0,0,Tuesday
110,GMDA,2023-04-18T00:00:00.000,1.54,1.5915,-216.7012987012982,false,3896.103896103896,88422.05321110142,-0.24507607642172607,17.336103896103857,Tuesday
111,PTPI,2023-04-18T00:00:00.000,4.92,4.28,718.0487804878043,false,1219.5121951219508,89140.10199158922,0.8055283362313804,57.44390243902434,Tuesday
112,LUNRW,2023-04-19T00:00:00.000,1.2383,0.7399,2221.729790842284,false,4845.352499394332,91361.8317824315,2.431792081547902,177.73838326738272,Wednesday
113,GETR,2023-04-20T00:00:00.000,0.5499,0.4525,977.7195853791603,false,10911.074740861974,92339.55136781067,1.058830772833916,78.21756683033283,Thursday
114,UIHC,2023-04-20T00:00:00.000,2.2782,2.1601,286.152225441138,false,2633.658151171978,92625.7035932518,0.3089339290719142,22.89217803529104,Thursday
115,AUGX,2023-04-20T00:00:00.000,3.0376,2.8403,358.5383197260993,false,1975.2436133789838,92984.2419129779,0.3855904101058846,28.683065578087945,Thursday
116,GETY,2023-04-24T00:00:00.000,7.2,7.21,-8.99999999999981,false,833.3333333333334,92975.2419129779,-0.00967999632463828,0.7199999999999848,Monday
117,SFR,2023-04-24T00:00:00.000,1.28,1.28,-1620,true,4687.499999999999,91355.2419129779,-1.7732972581290525,129.6,Monday
118,TMPO,2023-04-24T00:00:00.000,1.015,0.91,571.0344827586202,false,5911.330049261086,91926.27639573652,0.6211874397047855,45.68275862068962,Monday
119,INAB,2023-04-24T00:00:00.000,2.355,2.355,-1620,true,2547.7707006369424,90306.27639573652,-1.793895246993577,129.6,Monday
120,SPPI,2023-04-25T00:00:00.000,0.921,0.8801,245.13355048859958,false,6514.657980456024,90551.40994622512,0.2707120194309229,19.610684039087968,Tuesday
121,CXAI,2023-04-25T00:00:00.000,8.2922,8.2922,-1620,true,723.5715491666866,88931.40994622512,-1.821628602289763,129.6,Tuesday
122,BXRX,2023-04-25T00:00:00.000,2.8403,2.5899,486.64155194873797,false,2112.452909903884,89418.05149817385,0.5442318903120769,38.93132415589904,Tuesday
123,SAI,2023-04-26T00:00:00.000,4.14,4.17,-46.956521739130814,false,1449.2753623188403,89371.09497643472,-0.05254106123631165,3.756521739130465,Wednesday
124,CFRX,2023-04-27T00:00:00.000,2.9,2.4099,932.8799999999999,false,2068.965517241379,90303.97497643472,1.0330442267280477,74.6304,Thursday
125,ATOM,2023-04-27T00:00:00.000,6.73,6.7201,8.120059435364054,false,891.5304606240708,90312.09503587008,0.008991109587413441,0.6496047548291243,Thursday
126,AGBA,2023-04-28T00:00:00.000,8.0558,8.0558,-1620,true,744.8049852280346,88692.09503587008,-1.826543841753673,129.6,Friday
127,MEGL,2023-04-28T00:00:00.000,3.1105,3.1105,-1620,true,1928.9503295290147,87072.09503587008,-1.8605271865028943,129.6,Friday
128,SIEB,2023-04-28T00:00:00.000,2.5411,2.54,2.389516351186713,false,2361.1821652040453,87074.48455222127,0.002744221069438138,0.19116130809493703,Friday
129,TPST,2023-04-28T00:00:00.000,3.11,2.24,1544.1800643086815,false,1929.260450160772,88618.66461652995,1.7424998119647217,123.53440514469452,Friday
130,HUDI,2023-05-01T00:00:00.000,6.81,6.81,-1620,true,881.0572687224671,86998.66461652995,-1.862097547290624,129.6,Monday
131,QH,2023-05-01T00:00:00.000,4.8,4.03,885.4999999999994,false,1249.9999999999998,87884.16461652995,1.0075762839229943,70.83999999999996,Monday
132,SNTG,2023-05-01T00:00:00.000,3.739,3.739,-1620,true,1604.707140946777,86264.16461652995,-1.877952458244261,129.6,Monday
133,NNOX,2023-05-01T00:00:00.000,8.8243,8.8243,-1620,true,679.9406185193159,84644.16461652995,-1.9138944868074632,129.6,Monday
134,ILAG,2023-05-01T00:00:00.000,1.9199,1.9599,-135.0070316162302,false,3125.1627688942144,84509.15758491372,-0.15975432186810865,10.800562529298416,Monday
135,HLP,2023-05-01T00:00:00.000,6.5,4.52,1681.4769230769234,false,923.0769230769231,86190.63450799065,1.9508812444361752,134.51815384615387,Monday
136,HUIZ,2023-05-02T00:00:00.000,9.408,7.05,1383.520408163265,false,637.7551020408163,87574.15491615392,1.5798273012030641,110.68163265306121,Tuesday
137,HOUR,2023-05-02T00:00:00.000,4.3999,3.43,1216.811291165708,false,1363.667356076275,88790.96620731962,1.370422401221036,97.34490329325665,Tuesday
138,WAFU,2023-05-02T00:00:00.000,4.0007,3.007,1371.0660634388978,false,1499.7375459294617,90162.03227075851,1.5206689877193065,109.68528507511182,Tuesday
139,AKLI,2023-05-03T00:00:00.000,1.37,1.27,402.91970802919747,false,4379.56204379562,90564.9519787877,0.44489584461279247,32.2335766423358,Wednesday
140,SNTG,2023-05-03T00:00:00.000,4.69,3.89,941.5778251599148,false,1279.3176972281447,91506.52980394762,1.0289733718208325,75.32622601279319,Wednesday
141,APM,2023-05-03T00:00:00.000,7.22,5.9,1009.1966759002763,false,831.0249307479222,92515.7264798479,1.0908379734985956,80.73573407202211,Wednesday
142,IMGN,2023-05-03T00:00:00.000,11.0475,11.88,-488.30957230142644,false,543.1093007467753,92027.41690754647,-0.5306131462887815,39.064765784114115,Wednesday
143,KUKE,2023-05-03T00:00:00.000,0.9305,0.7965,794.9274583557228,false,6448.146157979581,92822.3443659022,0.8563966615862971,63.594196668457826,Wednesday
144,PACW,2023-05-05T00:00:00.000,5,5.9258,-1199.8367999999996,false,1200,91622.5075659022,-1.309543726618682,95.98694399999997,Friday
145,CVNA,2023-05-05T00:00:00.000,9.59,9.35,138.1438998957248,false,625.6517205422313,91760.65146579793,0.15054808100094552,11.051511991657984,Friday
146,NBTX,2023-05-05T00:00:00.000,5.21,4.63,614.5105566218809,false,1151.631477927063,92375.16202241981,0.6652335359073437,49.16084452975048,Friday
147,BAK,2023-05-08T00:00:00.000,10.9,9.98,465.908256880734,false,550.4587155963303,92841.07027930055,0.5018342156968982,37.27266055045872,Monday
148,PACW,2023-05-08T00:00:00.000,7.0688,5.9052,908.6509732910826,false,848.8003621548212,93749.72125259163,0.9692305866626391,72.6920778632866,Monday
149,EZFL,2023-05-08T00:00:00.000,8.55,6.1725,1534.9473684210536,false,701.7543859649126,95284.66862101268,1.6109069702768102,122.7957894736843,Monday
150,BLCM,2023-05-08T00:00:00.000,1.06,0.9547,548.3547169811321,false,5660.377358490563,95833.02333799381,0.572198077323657,43.86837735849057,Monday
151,IMRN,2023-05-08T00:00:00.000,3.05,2.3801,1212.4091803278682,false,1967.213114754098,97045.43251832169,1.2493212188002474,96.99273442622946,Monday
152,FUBO,2023-05-08T00:00:00.000,1.6371,1.735,-387.5096206706988,false,3665.0174088326935,96657.92289765099,-0.40090828465352446,31.000769653655905,Monday
153,ENSC,2023-05-09T00:00:00.000,94.5,63.45,1813.7142857142858,false,63.492063492063494,98471.63718336528,1.84186466031528,145.09714285714287,Tuesday
154,CLRO,2023-05-09T00:00:00.000,2.1099,1.849,682.5764254230064,false,2843.73666998436,99154.21360878828,0.6883988088656556,54.60611403384051,Tuesday
155,ERYP,2023-05-09T00:00:00.000,1.14,0.9711,817.8315789473684,false,5263.157894736843,99972.04518773565,0.8180602661589823,65.42652631578947,Tuesday
156,UPST,2023-05-10T00:00:00.000,18.93,18.6637,77.65324881141075,false,316.957210776545,100049.69843654707,0.07761467553114068,6.21225990491286,Wednesday
157,CTIC,2023-05-10T00:00:00.000,8.915,8.925,-7.268648345486275,false,673.0229949523276,100042.42978820158,-0.0072655655813984405,0.581491867638902,Wednesday
158,UFAB,2023-05-10T00:00:00.000,0.4299,0.4299,-1620,true,13956.734124214929,98422.42978820158,-1.64596627362902,129.6,Wednesday
159,CHSN,2023-05-10T00:00:00.000,2.48,1.895,1302.096774193548,false,2419.354838709677,99724.52656239513,1.3056936132746229,104.16774193548385,Wednesday
160,POLA,2023-05-11T00:00:00.000,12.18,9.59,1173.7931034482758,false,492.61083743842363,100898.3196658434,1.1633425683754317,93.90344827586206,Thursday
161,ABST,2023-05-11T00:00:00.000,11.3684,11.365,1.6508919460957987,false,527.7787551458428,100899.9705577895,0.0016361669254900983,0.1320713556876639,Thursday
